0: 36
Estimated Focal Length [736][3.68N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 155 points, 34 projs
PBA: 78 3D pts, 20 cams and 2072 projs...
PBA: 2.446 -> 1.453 (5 LMs in 0.21sec)
ERROR: [735.562] --> [4519.942]

#############################
#41: [193] sees 699 (+213) 3D points
Estimated Focal Length [957][4.81N]
# 88 projs (0 pts and 0 merges)
PBA: 80 3D pts, 41 cams and 2149 projs...
PBA: 2.430 -> 1.342 (75 LMs in 3.89sec)
#unstable points removed:	9
Focal Length : [956.556]->[1291.204]
Radial Distortion : [-130.468 -> -76]

#############################
#42: [183] sees 847 (+139) 3D points
Estimated Focal Length [1056][5.28N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 162 points, 87 projs
PBA: 71 3D pts, 20 cams and 2108 projs...
PBA: 2.342 -> 1.412 (5 LMs in 0.21sec)
#unstable points removed:	1
Focal Length : [1055.558]->[1721.736]
Radial Distortion : [-232.032 -> -79]

#############################
#43: [196] sees 690 (+186) 3D points
Estimated Focal Length [1908][9.54N]
# 43 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 15 projs
PBA: 70 3D pts, 20 cams and 2136 projs...
PBA: 2.423 -> 1.430 (5 LMs in 0.22sec)

**************************************
#43/43:  181 projs and 0 pts added.
PBA: 70 3D pts, 43 cams and 2274 projs...
PBA: 2.150 -> 1.983 (50 LMs in 2.67sec)
PBA: 70 3D pts, 43 cams and 2274 projs...
PBA: 1.983 -> 1.979 (50 LMs in 2.59sec)
Focal Length : [1908.431]->[199.045]
Radial Distortion : [-3.882 -> -98]

#############################
#44: [181] sees 1095 (+172) 3D points
Estimated Focal Length [424][2.05N]
# 72 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 0 projs
PBA: 70 3D pts, 20 cams and 2346 projs...
PBA: 2.665 -> 1.959 (5 LMs in 0.21sec)
ERROR: [424.117] --> [178.823]

#############################
#44: [119] sees 869 (+114) 3D points
Estimated Focal Length [545][3.10N]
# 91 projs (0 pts and 0 merges)
PBA: 70 3D pts, 44 cams and 2396 projs...
PBA: 3.148 -> 1.963 (38 LMs in 1.99sec)
ERROR: [545.250] --> [141.084]

#############################
#44: [184] sees 1065 (+164) 3D points
Estimated Focal Length [1280][6.60N]
# 50 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 42 projs
PBA: 70 3D pts, 20 cams and 2404 projs...
PBA: 3.156 -> 1.981 (5 LMs in 0.22sec)
ERROR: [1280.109] --> [239.147]

#############################
#44: [188] sees 972 (+145) 3D points
Estimated Focal Length [701][3.57N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 43 projs
PBA: 70 3D pts, 20 cams and 2410 projs...
PBA: 2.779 -> 1.972 (5 LMs in 0.22sec)
ERROR: [700.524] --> [211.315]

#############################
#44: [197] sees 818 (+184) 3D points
Estimated Focal Length [470][2.40N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 41 projs
PBA: 70 3D pts, 20 cams and 2418 projs...
PBA: 2.506 -> 1.959 (5 LMs in 0.21sec)
Focal Length : [470.029]->[249.019]
Radial Distortion : [-6.099 -> -93]

#############################
#45: [165] sees 1395 (+93) 3D points
Estimated Focal Length [152][0.77N]
# 68 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 0 projs
PBA: 70 3D pts, 20 cams and 2486 projs...
PBA: 2.807 -> 2.052 (5 LMs in 0.21sec)
Focal Length : [151.603]->[166.249]
Radial Distortion : [-2.707 -> -93]

#############################
#46: [166] sees 1274 (+102) 3D points
Estimated Focal Length [203][1.05N]
# 52 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 0 projs
PBA: 70 3D pts, 20 cams and 2538 projs...
PBA: 2.497 -> 2.038 (5 LMs in 0.22sec)
Focal Length : [202.970]->[176.338]
Radial Distortion : [-3.167 -> -91]

#############################
#47: [164] sees 1484 (+94) 3D points
Estimated Focal Length [281][1.46N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 0 projs
PBA: 70 3D pts, 20 cams and 2584 projs...
PBA: 2.309 -> 2.012 (5 LMs in 0.21sec)
Focal Length : [280.607]->[167.164]
Radial Distortion : [-2.793 -> -89]

#############################
#48: [167] sees 1371 (+104) 3D points
Estimated Focal Length [246][1.28N]
# 45 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 0 projs
PBA: 70 3D pts, 20 cams and 2629 projs...
PBA: 2.428 -> 2.026 (5 LMs in 0.21sec)
Focal Length : [246.476]->[166.421]
Radial Distortion : [-2.773 -> -89]

#############################
#49: [157] sees 1627 (+118) 3D points
Estimated Focal Length [273][1.45N]
# 57 projs (0 pts and 0 merges)
PBA: 70 3D pts, 49 cams and 2686 projs...
PBA: 2.417 -> 2.011 (100 LMs in 4.93sec)
#points w/ large errors:	1
Focal Length : [273.467]->[451.674]
Radial Distortion : [-20.260 -> -83]

#############################
#50: [118] sees 844 (+112) 3D points
Estimated Focal Length [485][2.74N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 164 points, 22 projs
PBA: 69 3D pts, 20 cams and 2710 projs...
PBA: 2.608 -> 2.010 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [484.740]->[376.444]
Radial Distortion : [-15.028 -> -73]

#############################
#51: [120] sees 865 (+119) 3D points
Estimated Focal Length [688][3.95N]
# 44 projs (0 pts and 0 merges)
SKIP: 0 cams, 165 points, 39 projs
PBA: 68 3D pts, 20 cams and 2715 projs...
PBA: 2.323 -> 1.635 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [688.014]->[384.857]
Radial Distortion : [-15.246 -> -68]

#############################
#52: [124] sees 951 (+125) 3D points
Estimated Focal Length [616][3.37N]
# 43 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 35 projs
PBA: 67 3D pts, 20 cams and 2723 projs...
PBA: 1.917 -> 1.375 (5 LMs in 0.21sec)
Focal Length : [616.125]->[398.608]
Radial Distortion : [-16.280 -> -78]

#############################
#53: [122] sees 1096 (+137) 3D points
Estimated Focal Length [484][2.70N]
# 38 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 0 projs
PBA: 67 3D pts, 20 cams and 2761 projs...
PBA: 1.811 -> 1.382 (5 LMs in 0.21sec)
Focal Length : [483.813]->[408.130]
Radial Distortion : [-15.709 -> -67]

#############################
#54: [114] sees 851 (+150) 3D points
Estimated Focal Length [606][3.28N]
# 49 projs (0 pts and 0 merges)
PBA: 67 3D pts, 54 cams and 2810 projs...
PBA: 2.286 -> 1.353 (100 LMs in 5.28sec)
#unstable points removed:	50

**************************************
#54/54:  71 projs and 3 pts added.
PBA: 20 3D pts, 54 cams and 789 projs...
PBA: 18.859 -> 0.840 (50 LMs in 3.29sec)
#unstable points removed:	5
PBA: 15 3D pts, 54 cams and 671 projs...
PBA: 0.952 -> 0.821 (50 LMs in 3.04sec)
Focal Length : [606.110]->[259.010]
Radial Distortion : [-14.348 -> -167]

#############################
#55: [117] sees 292 (+116) 3D points
Estimated Focal Length [285][1.58N]
# 9 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#55: [125] sees 253 (+113) 3D points
Estimated Focal Length [314][1.70N]
# 8 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#55: [201] sees 220 (+142) 3D points
Estimated Focal Length [1209][6.37N]
# 33 projs (6 pts and 0 merges)
SKIP: 0 cams, 212 points, 17 projs
PBA: 21 3D pts, 22 cams and 704 projs...
PBA: 5.330 -> 0.873 (5 LMs in 0.21sec)
#unstable points removed:	6
Focal Length : [1209.454]->[1120.610]
Radial Distortion : [-148.017 -> -102]

#############################
#56: [127] sees 349 (+112) 3D points
Estimated Focal Length [465][2.61N]
# 14 projs (2 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [111] sees 198 (+119) 3D points
Estimated Focal Length [271][1.54N]
# 7 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [128] sees 382 (+119) 3D points
Estimated Focal Length [382][2.17N]
# 83 projs (7 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [142] sees 517 (+106) 3D points
Estimated Focal Length [328][1.84N]
# 19 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [182] sees 357 (+187) 3D points
Estimated Focal Length [1392][6.79N]
# 13 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [190] sees 288 (+168) 3D points
Estimated Focal Length [1431][7.02N]
# 13 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [206] sees 304 (+132) 3D points
Estimated Focal Length [1268][6.57N]
# 12 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [141] sees 513 (+80) 3D points
Estimated Focal Length [1500][8.43N]
# 14 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [163] sees 514 (+79) 3D points
Estimated Focal Length [336][1.81N]
# 16 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [189] sees 312 (+155) 3D points
Estimated Focal Length [1002][4.82N]
# 13 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [191] sees 288 (+163) 3D points
Estimated Focal Length [550][2.75N]
# 14 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [106] sees 179 (+122) 3D points
Estimated Focal Length [412][2.35N]
# 45 projs (9 pts and 0 merges)
SKIP: 0 cams, 203 points, 164 projs
PBA: 30 3D pts, 31 cams and 803 projs...
PBA: 18.163 -> 1.146 (5 LMs in 0.22sec)
#unstable points removed:	14
Focal Length : [412.070]->[337.683]
Radial Distortion : [-23.830 -> -138]

#############################
#57: [173] sees 443 (+146) 3D points
Estimated Focal Length [1492][7.17N]
# 14 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [192] sees 273 (+193) 3D points
Estimated Focal Length [1367][6.73N]
# 12 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [205] sees 263 (+137) 3D points
Estimated Focal Length [614][3.18N]
# 70 projs (6 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [209] sees 253 (+126) 3D points
Estimated Focal Length [433][2.21N]
# 16 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [109] sees 201 (+126) 3D points
Estimated Focal Length [423][2.47N]
# 16 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [200] sees 284 (+196) 3D points
Estimated Focal Length [1277][6.45N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [199] sees 278 (+165) 3D points
Estimated Focal Length [1043][5.38N]
# 20 projs (1 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [103] sees 175 (+110) 3D points
Estimated Focal Length [693][3.96N]
# 19 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [198] sees 323 (+175) 3D points
Estimated Focal Length [1217][6.12N]
# 21 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [204] sees 286 (+145) 3D points
Estimated Focal Length [861][4.55N]
# 14 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [211] sees 187 (+101) 3D points
Estimated Focal Length [781][4.09N]
# 12 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [105] sees 162 (+129) 3D points
Estimated Focal Length [1357][7.62N]
# 8 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [112] sees 206 (+131) 3D points
Estimated Focal Length [775][4.21N]
# 14 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [115] sees 273 (+158) 3D points
Estimated Focal Length [326][1.76N]
# 9 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [143] sees 516 (+96) 3D points
Estimated Focal Length [764][4.20N]
# 16 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [104] sees 158 (+125) 3D points
Estimated Focal Length [882][5.01N]
# 10 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [107] sees 182 (+118) 3D points
Estimated Focal Length [323][1.85N]
# 10 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [177] sees 389 (+163) 3D points
Estimated Focal Length [1443][7.18N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [203] sees 285 (+145) 3D points
Estimated Focal Length [1705][9.12N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#57: [207] sees 290 (+142) 3D points
Estimated Focal Length [549][2.80N]
# 88 projs (11 pts and 0 merges)
SKIP: 0 cams, 200 points, 357 projs
PBA: 33 3D pts, 39 cams and 869 projs...
PBA: 18.176 -> 1.490 (5 LMs in 0.21sec)
#unstable points removed:	11
Focal Length : [548.911]->[489.383]
Radial Distortion : [-35.203 -> -139]

#############################
#58: [210] sees 250 (+150) 3D points
Estimated Focal Length [1134][5.79N]
# 147 projs (28 pts and 1 merges)
SKIP: 0 cams, 184 points, 121 projs
PBA: 49 3D pts, 20 cams and 895 projs...
PBA: 3.881 -> 1.753 (5 LMs in 0.21sec)
#points w/ large errors:	1
#unstable points removed:	18
Focal Length : [1134.204]->[644.167]
Radial Distortion : [-51.050 -> -116]

#############################
#59: [214] sees 266 (+126) 3D points
Estimated Focal Length [1167][6.17N]
# 33 projs (0 pts and 0 merges)
PBA: 30 3D pts, 59 cams and 871 projs...
PBA: 3.360 -> 1.688 (100 LMs in 11.14sec)
ERROR: [1166.615] --> [18208.736]

#############################
#59: [212] sees 331 (+133) 3D points
Estimated Focal Length [675][3.57N]
# 26 projs (0 pts and 0 merges)
SKIP: 0 cams, 203 points, 20 projs
PBA: 30 3D pts, 20 cams and 877 projs...
PBA: 2.762 -> 1.655 (5 LMs in 0.23sec)
Focal Length : [675.109]->[628.445]
Radial Distortion : [-77.099 -> -163]

#############################
#60: [215] sees 284 (+137) 3D points
Estimated Focal Length [1023][5.50N]
# 31 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#60: [213] sees 323 (+161) 3D points
Estimated Focal Length [898][4.78N]
# 23 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#60: [216] sees 242 (+132) 3D points
Estimated Focal Length [1046][5.54N]
# 22 projs (0 pts and 0 merges)
SKIP: 0 cams, 203 points, 38 projs
PBA: 30 3D pts, 22 cams and 915 projs...
PBA: 2.579 -> 1.754 (5 LMs in 0.22sec)
Focal Length : [1046.331]->[720.569]
Radial Distortion : [-95.990 -> -154]

#############################
#61: [221] sees 258 (+125) 3D points
Estimated Focal Length [1579][8.27N]
# 21 projs (0 pts and 1 merges)
ERROR: too few projections are initiated

#############################
#61: [219] sees 257 (+121) 3D points
Estimated Focal Length [1724][9.07N]
# 20 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#61: [220] sees 258 (+128) 3D points
Estimated Focal Length [1543][8.17N]
# 22 projs (0 pts and 0 merges)
SKIP: 0 cams, 204 points, 33 projs
PBA: 29 3D pts, 22 cams and 945 projs...
PBA: 6.601 -> 2.383 (5 LMs in 0.22sec)
ERROR: [1543.354] --> [681.074]

#############################
#61: [218] sees 234 (+150) 3D points
Estimated Focal Length [1796][9.66N]
# 17 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#61: [226] sees 252 (+115) 3D points
Estimated Focal Length [1433][7.46N]
# 15 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#61: [222] sees 254 (+115) 3D points
Estimated Focal Length [1328][7.21N]
# 21 projs (0 pts and 0 merges)
SKIP: 0 cams, 204 points, 53 projs
PBA: 29 3D pts, 22 cams and 945 projs...
PBA: 3.408 -> 2.369 (5 LMs in 0.23sec)
ERROR: [1327.541] --> [606.543]

#############################
#61: [225] sees 182 (+113) 3D points
Estimated Focal Length [1659][8.78N]
# 20 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#61: [217] sees 262 (+170) 3D points
Estimated Focal Length [1703][9.06N]
# 21 projs (0 pts and 0 merges)
SKIP: 0 cams, 204 points, 40 projs
PBA: 29 3D pts, 21 cams and 946 projs...
PBA: 3.413 -> 2.411 (5 LMs in 0.23sec)
#points w/ large errors:	3
Focal Length : [1703.212]->[1749.150]
Radial Distortion : [-552.389 -> -150]

#############################
#62: [224] sees 252 (+112) 3D points
Estimated Focal Length [1279][6.84N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#62: [208] sees 396 (+238) 3D points
Estimated Focal Length [878][4.48N]
# 20 projs (0 pts and 0 merges)
SKIP: 0 cams, 207 points, 49 projs
PBA: 26 3D pts, 21 cams and 935 projs...
PBA: 2.733 -> 1.671 (5 LMs in 0.22sec)
#points w/ large errors:	1
ERROR: images #181 has bad focal lengths
Focal Length : [877.944]->[684.397]
Radial Distortion : [-81.401 -> -164]

#############################
#62: [223] sees 227 (+99) 3D points
Estimated Focal Length [251][1.35N]
# 15 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#62: [202] sees 356 (+175) 3D points
Estimated Focal Length [1802][9.49N]
# 20 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#62: [126] sees 344 (+97) 3D points
Estimated Focal Length [386][2.18N]
# 127 projs (20 pts and 0 merges)
SKIP: 0 cams, 188 points, 66 projs
PBA: 45 3D pts, 22 cams and 1031 projs...
PBA: 10.252 -> 1.622 (5 LMs in 0.22sec)
#unstable points removed:	13
Focal Length : [385.552]->[263.094]
Radial Distortion : [-14.372 -> -142]

#############################
#63: [100] sees 184 (+119) 3D points
Estimated Focal Length [861][5.00N]
# 36 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#63: [110] sees 254 (+104) 3D points
Estimated Focal Length [204][1.16N]
# 40 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#63: [99] sees 227 (+94) 3D points
Estimated Focal Length [269][1.60N]
# 26 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#63: [102] sees 178 (+116) 3D points
Estimated Focal Length [271][1.54N]
# 196 projs (27 pts and 1 merges)
SKIP: 0 cams, 176 points, 104 projs
PBA: 56 3D pts, 23 cams and 1223 projs...
PBA: 12.506 -> 2.078 (5 LMs in 0.22sec)
#points behind cam :	1
#unstable points removed:	15
Focal Length : [271.095]->[222.115]
Radial Distortion : [-10.991 -> -152]

#############################
#64: [108] sees 334 (+112) 3D points
Estimated Focal Length [1014][5.80N]
# 52 projs (0 pts and 0 merges)
PBA: 41 3D pts, 64 cams and 1190 projs...
PBA: 3.297 -> 1.429 (86 LMs in 5.38sec)
ERROR: [1014.460] --> [76.816]

#############################
#64: [98] sees 265 (+93) 3D points
Estimated Focal Length [426][2.55N]
# 31 projs (0 pts and 1 merges)
SKIP: 0 cams, 193 points, 22 projs
PBA: 40 3D pts, 20 cams and 1199 projs...
PBA: 2.200 -> 1.426 (5 LMs in 0.22sec)
ERROR: [426.342] --> [69.573]

#############################
#64: [113] sees 370 (+133) 3D points
Estimated Focal Length [1340][7.17N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 22 projs
PBA: 40 3D pts, 20 cams and 1218 projs...
PBA: 2.076 -> 1.518 (5 LMs in 0.20sec)
ERROR: [1340.358] --> [393.730]

#############################
#64: [97] sees 309 (+86) 3D points
Estimated Focal Length [211][1.27N]
# 22 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 23 projs
PBA: 40 3D pts, 20 cams and 1217 projs...
PBA: 2.001 -> 1.472 (5 LMs in 0.21sec)
ERROR: [210.863] --> [60.353]

#############################
#64: [91] sees 219 (+83) 3D points
Estimated Focal Length [140][0.81N]
# 19 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#64: [95] sees 289 (+81) 3D points
Estimated Focal Length [135][0.78N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#64: [94] sees 270 (+78) 3D points
Estimated Focal Length [296][1.68N]
# 21 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 59 projs
PBA: 40 3D pts, 22 cams and 1216 projs...
PBA: 1.844 -> 1.477 (5 LMs in 0.21sec)
ERROR: [295.930] --> [61.530]

#############################
#64: [92] sees 250 (+76) 3D points
Estimated Focal Length [416][2.35N]
# 20 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 21 projs
PBA: 40 3D pts, 20 cams and 1215 projs...
PBA: 1.971 -> 1.507 (5 LMs in 0.21sec)
ERROR: [415.776] --> [149.489]

#############################
#64: [96] sees 306 (+69) 3D points
Estimated Focal Length [256][1.53N]
# 24 projs (0 pts and 0 merges)
SKIP: 0 cams, 194 points, 24 projs
PBA: 39 3D pts, 20 cams and 1215 projs...
PBA: 2.028 -> 1.469 (5 LMs in 0.21sec)
ERROR: [256.463] --> [59.015]

#############################
#64: [93] sees 279 (+66) 3D points
Estimated Focal Length [129][0.73N]
# 23 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 24 projs
PBA: 40 3D pts, 20 cams and 1218 projs...
PBA: 2.137 -> 1.470 (5 LMs in 0.21sec)
ERROR: [128.670] --> [57.617]

#############################
#64: [195] sees 483 (+182) 3D points
Estimated Focal Length [194][0.99N]
# 62 projs (0 pts and 0 merges)
SKIP: 0 cams, 196 points, 33 projs
PBA: 37 3D pts, 20 cams and 1247 projs...
PBA: 3.104 -> 1.595 (5 LMs in 0.20sec)
ERROR: [194.399] --> [53.181]

#############################
#64: [154] sees 692 (+141) 3D points
Estimated Focal Length [530][2.89N]
# 74 projs (0 pts and 0 merges)
SKIP: 0 cams, 194 points, 25 projs
PBA: 39 3D pts, 20 cams and 1306 projs...
PBA: 2.803 -> 1.827 (5 LMs in 0.22sec)
ERROR: [529.567] --> [116.434]

#############################
#64: [121] sees 498 (+135) 3D points
Estimated Focal Length [125][0.69N]
# 34 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 27 projs
PBA: 40 3D pts, 20 cams and 1315 projs...
PBA: 2.067 -> 1.753 (5 LMs in 0.21sec)
Focal Length : [124.914]->[66.130]
Radial Distortion : [-0.873 -> -146]

#############################
#65: [148] sees 784 (+133) 3D points
Estimated Focal Length [200][1.08N]
# 74 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 0 projs
PBA: 40 3D pts, 20 cams and 1389 projs...
PBA: 2.163 -> 1.781 (5 LMs in 0.22sec)
ERROR: [199.601] --> [62.514]

#############################
#65: [119] sees 593 (+141) 3D points
Estimated Focal Length [259][1.47N]
# 872 projs (82 pts and 7 merges)
PBA: 114 3D pts, 65 cams and 2231 projs...
PBA: 2.738 -> 1.319 (41 LMs in 2.05sec)
ERROR: [259.491] --> [50.554]

#############################
#65: [188] sees 586 (+148) 3D points
Estimated Focal Length [136][0.69N]
# 107 projs (0 pts and 0 merges)
SKIP: 0 cams, 124 points, 103 projs
PBA: 109 3D pts, 20 cams and 2235 projs...
PBA: 1.926 -> 1.416 (5 LMs in 0.21sec)
ERROR: [135.569] --> [57.378]

#############################
#65: [123] sees 866 (+132) 3D points
Estimated Focal Length [56][0.31W]
# 95 projs (0 pts and 1 merges)
SKIP: 0 cams, 124 points, 32 projs
PBA: 109 3D pts, 20 cams and 2302 projs...
PBA: 2.765 -> 1.492 (5 LMs in 0.23sec)
#points w/ large errors:	2
#unstable points removed:	1
Focal Length : [56.214]->[51.058]
Radial Distortion : [-0.529 -> -149]

#############################
#66: [187] sees 660 (+154) 3D points
Estimated Focal Length [107][0.55W]
# 48 projs (0 pts and 0 merges)
SKIP: 0 cams, 133 points, 38 projs
PBA: 100 3D pts, 20 cams and 2316 projs...
PBA: 1.871 -> 1.432 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [107.307]->[61.879]
Radial Distortion : [-0.814 -> -195]

#############################
#67: [181] sees 699 (+160) 3D points
Estimated Focal Length [722][3.49N]
# 56 projs (0 pts and 0 merges)
SKIP: 0 cams, 127 points, 16 projs
PBA: 106 3D pts, 20 cams and 2378 projs...
PBA: 1.669 -> 1.290 (5 LMs in 0.21sec)
ERROR: [722.094] --> [85.987]

#############################
#67: [180] sees 723 (+156) 3D points
Estimated Focal Length [123][0.61W]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 129 points, 34 projs
PBA: 104 3D pts, 20 cams and 2379 projs...
PBA: 1.750 -> 1.289 (5 LMs in 0.21sec)
#unstable points removed:	1
Focal Length : [122.894]->[70.717]
Radial Distortion : [-0.932 -> -187]

#############################
#68: [184] sees 705 (+170) 3D points
Estimated Focal Length [325][1.67N]
# 37 projs (0 pts and 0 merges)
SKIP: 0 cams, 130 points, 8 projs
PBA: 103 3D pts, 20 cams and 2410 projs...
PBA: 1.594 -> 1.297 (5 LMs in 0.23sec)
ERROR: [324.665] --> [73.659]

#############################
#68: [178] sees 719 (+157) 3D points
Estimated Focal Length [175][0.89N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 129 points, 27 projs
PBA: 104 3D pts, 20 cams and 2426 projs...
PBA: 1.610 -> 1.322 (5 LMs in 0.22sec)
ERROR: [175.343] --> [66.341]

#############################
#68: [175] sees 740 (+204) 3D points
Estimated Focal Length [219][1.07N]
# 86 projs (0 pts and 0 merges)
SKIP: 0 cams, 129 points, 28 projs
PBA: 104 3D pts, 20 cams and 2484 projs...
PBA: 2.007 -> 1.378 (5 LMs in 0.22sec)
ERROR: [219.379] --> [65.971]

#############################
#68: [172] sees 708 (+162) 3D points
Estimated Focal Length [177][0.90N]
# 62 projs (0 pts and 0 merges)
SKIP: 0 cams, 131 points, 41 projs
PBA: 102 3D pts, 20 cams and 2505 projs...
PBA: 1.796 -> 1.442 (5 LMs in 0.22sec)
ERROR: [177.345] --> [65.831]

#############################
#68: [117] sees 1101 (+139) 3D points
Estimated Focal Length [86][0.48W]
# 105 projs (0 pts and 0 merges)
SKIP: 0 cams, 129 points, 30 projs
PBA: 104 3D pts, 20 cams and 2586 projs...
PBA: 2.056 -> 1.382 (5 LMs in 0.22sec)

**************************************
#68/68:  671 projs and 151 pts added.
PBA: 248 3D pts, 68 cams and 3150 projs...
PBA: 1.638 -> 1.234 (50 LMs in 2.67sec)
#unstable points removed:	24
PBA: 224 3D pts, 68 cams and 3091 projs...
PBA: 1.252 -> 1.244 (43 LMs in 2.01sec)
#unstable points removed:	2
Focal Length : [85.777]->[76.164]
Radial Distortion : [-1.140 -> -144]

#############################
#69: [128] sees 1105 (+139) 3D points
Estimated Focal Length [390][2.22N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 28 points, 6 projs
PBA: 222 3D pts, 20 cams and 3191 projs...
PBA: 1.924 -> 1.241 (5 LMs in 0.22sec)
ERROR: [390.090] --> [76.485]

#############################
#69: [115] sees 982 (+154) 3D points
Estimated Focal Length [104][0.56W]
# 67 projs (0 pts and 1 merges)
PBA: 221 3D pts, 69 cams and 3199 projs...
PBA: 1.601 -> 1.243 (36 LMs in 2.06sec)
#unstable points removed:	2
Focal Length : [104.048]->[69.200]
Radial Distortion : [-0.933 -> -152]

#############################
#70: [113] sees 943 (+135) 3D points
Estimated Focal Length [83][0.44W]
# 63 projs (0 pts and 0 merges)
SKIP: 0 cams, 45 points, 33 projs
PBA: 205 3D pts, 20 cams and 3229 projs...
PBA: 1.700 -> 1.254 (5 LMs in 0.21sec)
Focal Length : [83.044]->[72.041]
Radial Distortion : [-0.986 -> -153]

#############################
#71: [112] sees 910 (+126) 3D points
